sku,name,review_avg,review_count,ranks,min_rank,max_rank,ranks_count,offer,offers,tag1,tag2,request_date
B075Z8425W,"The Signs: Decode the Stars, Reframe Your Life",4.60,825,{/books/277466/=90},90,90,1,5.99,1,Carolyne Faulkner,Kindle Edition,2022-05-08
B07PVQM1BC,Italian Phrase Book: Over 1000 Essential Italian Phrases You Don't Want to Be Without on Your Trip to Italy,4.20,14,{/audible/19394062031/=54},54,54,1,16.00,1,Daily Language Learning,Audible Audiobook,2022-05-09
1472928644,A Beginner's Guide to Coding,4.20,85,"{/books/15512065031/=25, /books/15512273031/=59, /books/269776/=92}",25,92,3,1.70,22,Marc Scott,Paperback,2022-05-09
B08VR7RH2T,Cyber Security: This Book Includes: Kali Linux for Hackers and Hacker Basic Security,4.60,7,"{/books/1035328/=42, /audible/19394022031/=47, /books/269623/=66, /books/269554/=82}",42,82,4,12.07,1,Karnel Erikson,Audible Audiobook,2022-05-08
B078Y7GZWJ,Память и имя (Russian Edition),4.00,1,"{/digital-text/4219691031/=73, /digital-text/4219902031/=10}",10,73,2,1.99,1,Наталья Драгунская,Kindle Edition,2022-05-09
B08JZ8NM2B,HWC Trading A4 FR Dominic Calvert-Lewin Everton Gifts Printed Signed Autograph Picture for Fans and Supporters - A4 Framed,4.50,29,{/sports/26165472031/=5},5,5,1,19.99,1,,,2022-05-09
B09F33RNVY,Dream Youtuber Gamer Girls Top Jumper Boys Sports Sweatshirt Kids Hoodie,3.90,37,"{/clothing/1730791031/=78, /sports/3940189031/=97}",78,97,2,8.99,79,,,2022-05-09
B083CR4Z5T,"Le choc Z : La génération Z, une révolution pour le luxe, la mode et beauté (Hors Collection) (French Edition)",4.80,12,{/digital-text/4219758031/=18},18,18,1,13.99,1,Eric Briones (dit Darkplanneur),Kindle Edition,2022-05-09
B09Q7Y913C,SAFE TECH AJ-R1062 Wireless Interlinked Remote Controller for Smoke Alarms,3.80,4,{/diy/1939539031/=94},94,94,1,30.99,1,,,2022-05-09
B08KDPJKQH,"Keenso 900 Pcs Fishing Beads, Luminous Plastic Fishing Line Beads Fishing Lures for Saltwater Freshwater Streams Swimming Pools Lakes River",2.70,4,{/sports/454694031/=72},72,72,1,12.16,1,,,2022-05-08
B07FSRK6JX,"100 Pack White PE Aprons with Extra Long Ties 28 x 46. 2 Mil Disposable Poly Aprons. Liquid-Proof Workwear. Protective Plastic Uniform Aprons for Men, Women. Lightweight, Breathable. Wholesale Price.",2.70,2,{/industrial/22120243031/=22},22,22,1,,,,,2022-05-08
B092SK1LSK,Foot Measuring Device For Kids Buying Shoes Online With Foot Measurement,3.00,10,{/shoes/1769546031/=45},45,45,1,3.38,6,,,2022-05-08
0738710814,The Tree Shepherd's Daughter (The Faire Folk Trilogy),4.30,98,{/books/5346567031/=58},58,58,1,10.34,9,Gillian Summers,Paperback,2022-05-08
B00TFTU55C,The Noble Collection Lord Of The Rings Arwen Evenstar Replica,4.50,112,{/kids/5246803031/=57},57,57,1,38.42,10,,,2022-05-09
B09MKBVT2N,Soapow 4pcs Fuel Leak Off Pipe Clips Replacement Part Fit for Ford Focus/Tourneo/Transit,,,{/automotive/4920102031/=23},23,23,1,,,,,2022-05-09
B07Q99FL98,"Murdered Midas: A Millionaire, His Gold Mine, and a Strange Death on an Island Paradise",4.40,68,{/audible/19394245031/=34},34,34,1,24.75,1,Charlotte Gray,Audible Audiobook,2022-05-08
B01MUUY3ZT,Cultural Intelligence: Surviving and Thriving in the Global Village,4.60,69,"{/audible/19393986031/=56, /audible/19393974031/=17}",17,56,2,16.88,1,David C. Thomas,Audible Audiobook,2022-05-08
B09QMJPSZQ,"Sanigone TOTAL RELEASE Room Fogger - Disinfectant Sanitising 200ml Spray Can | Eliminate 99.99% of Viruses & Bacteria | Effective against Mould, Bad Odours and Germs | Pine Scented | (x2 Pack)",4.60,73,{/grocery/22813818031/=24},24,24,1,23.49,1,,,2022-05-08
B000BQO5F4,Red Devil 0406 Kitchen & Bath Caulk Siliconized Acrylic White 10.1-Ounce,4.30,1214,{/diy/1938363031/=20},20,20,1,35.46,1,,,2022-05-09
B004XIVPOA,The Diana Chronicles: 20th Anniversary Commemorative Edition,4.50,670,"{/books/12447586031/=11, /books/271343/=44, /books/268021/=59, /digital-text/362349031/=15, /books/268083/=50, /digital-text/362181031/=76, /digital-text/362185031/=26, /digital-text/5435474031/=6, /books/271480/=82, /books/758988/=9, /books/758922/=18, /digital-text/5435509031/=14, /digital-text/362341031/=43, /digital-text/362335031/=88, /digital-text/362348031/=31, /digital-text/5435473031/=5}",5,88,16,2.99,1,Tina Brown,Kindle Edition,2022-05-08
B08FTL9XPF,Sabrent SATA III (6 Gbit/s) Right Angle Data Cable with Locking Latch for HDD/SSD/CD and DVD Drives (3 Pack - 20-Inch) in Blue (CB-SRB3),4.70,1218,{/computers/430470031/=42},42,42,1,5.00,3,,,2022-05-08
B07R49Y7Z7,"KitchenAid Stand Mixer ""Classic"" silver 5K45SSBSL",4.80,282,"{/kitchen/10706621/=93, /kitchen/10706611/=79}",79,93,2,328.54,8,,,2022-05-09
0714876844,The Nordic Baking Book,4.80,449,{/books/271107/=35},35,35,1,24.18,6,Magnus Nilsson,Hardcover,2022-05-09
B00QBTEBJU,"KES Towel Holder for Bathroom Hand Towel Ring Hanger Square Wall Mounted SUS304 Stainless Steel Brushed, A2480DG-2",4.60,361,"{/kitchen/1938409031/=29, /diy/1938409031/=29}",29,29,2,10.52,2,,,2022-05-08
B09PNV2LML,office 2021 pro plus for 1PC bind within 12hour(Keycode+Download link via Amazon Message/Email) | No Cd/Dvd/,,,{/software/599910/=2},2,2,1,29.99,1,yydskeywin,,2022-05-08
B002SQ7YWG,Star Wars: Outbound Flight,4.50,669,{/audible/19378457031/=13},13,13,1,,,Timothy Zahn,Audible Audiobook,2022-05-08
B0967X98FD,Garden Furniture Cover L Shape Corner Sofa Covers Waterproof Outdoor L Shape Dining Set Covers UV-resistent (215*215*87cm)85*85*34 inch,,,{/outdoors/4245811031/=86},86,86,1,28.98,1,,,2022-05-09
B00394FE7I,"Whatman 6705-3602 Polycap AS 36 Nylon Membrane Capsule Filter with SB Inlet and Outlet, 60 psi Maximum Pressure, 0.2 Micron",,,{/industrial/6401049031/=12},12,12,1,49.92,1,,,2022-05-08
B009VEI0M6,"Comic Bags (Golden Size, Pack of 100)",4.20,157,{/kids/5248801031/=88},88,88,1,6.15,7,,,2022-05-09
B00P6MOSLY,Gray-Nicolls Boy's Matrix Polo Shirt,4.10,5,"{/clothing/16149083031/=16, /sports/16149083031/=16}",16,16,2,16.09,336,,,2022-05-09
B01M15QHND,"Diana Ingram three charm necklace in Sterling Silver with cornflower blue Murano glass heart, sea shell, white pearl and snake chain",5.00,3,{/handmade/10294012031/=79},79,79,1,29.95,1,,,2022-05-09
0241273587,DK Eyewitness Travel Guide Brittany: Eyewitness Travel Guide (2017),4.40,73,{/books/882476/=83},83,83,1,5.37,13,DK Eyewitness,Paperback,2022-05-09
